theta_quantile,theta_point,marginal_effect,standard_error,t_stat,p_value
p10,-.0157238078932075,.085107885,.023289442,3.6543548,.0002716812
p25,-.0016207867994986,.074763112,.020458635,3.6543548,.0002716812
p50,.0269418856364868,.053811967,.014725436,3.6543548,.0002716812
p75,.0733605907577706,.019763155,.0054081106,3.6543548,.0002716812
p90,.1785978739908932,-.017786698,.0060997764,-2.9159591,.0036277804
