theta_quantile,theta_point,marginal_effect,standard_error,t_stat,p_value
p10,-.0157238078932075,-5.1313659e-06,1.0748105e-06,-4.7742052,2.0802740e-06
p25,-.0016207867994986,-.0047829221,.0010018258,-4.7742052,2.0802740e-06
p50,.0269418856364868,-.014459322,.0030286345,-4.7742052,2.0802740e-06
p75,.0733605907577706,-.030184951,.0063225077,-4.7742052,2.0802740e-06
p90,.1785978739908932,-.065837011,.01379015,-4.7742052,2.0802740e-06
