theta_quantile,theta_point,marginal_effect,standard_error,t_stat,p_value
p10,-.0162359585834741,.21158266,.035054158,6.0358791,2.3003184e-09
p25,-.0021461662834885,.18508171,.030663587,6.0358791,2.3003184e-09
p50,.0250286771999654,.13396958,.022195537,6.0358791,2.3003184e-09
p75,.0717440930509658,.046104323,.0076383776,6.0358791,2.3003184e-09
p90,.1737833212940417,-.036263853,.010656132,-3.4030969,.00069536531
