selection_rule,cutoff,rss,sign_ok,N_model,N_countries,share_low,share_high,b_low,se_low,t_low,p_low,p_low_positive,b_high,se_high,t_high,p_high,p_high_negative,r2
rss_min_cutoff,.0418759348256061,2.2055004,0,1060,60,.6066038,.39339623,-.20246454,.25839025,-.78356105,.43348822,.78325588,-.18810476,.11444042,-1.6436917,.10056263,.050281316,.36556539
sign_consistent_cutoff,-.0157389545926486,2.2082429,1,1060,60,.1,.89999998,.02121881,.21274121,.099740006,.92057127,.46028563,-.23379421,.1180139,-1.9810736,.047863927,.023931963,.36477646
