theta_quantile,theta_point,marginal_effect,standard_error,t_stat,p_value
p10,-.0157238078932075,.086177297,.023501772,3.6668422,.00025893041
p25,-.0016207867994986,.075943597,.020710899,3.6668422,.00025893041
p50,.0269418856364868,.055217423,.015058576,3.6668422,.00025893041
p75,.0733605907577706,.021534225,.0058726892,3.6668422,.00025893041
p90,.1785978739908932,-.017035302,.005894755,-2.8899083,.0039395764
