selection_rule,cutoff,rss,sign_ok,N_model,N_countries,share_low,share_high,b_low,se_low,t_low,p_low,p_low_positive,b_high,se_high,t_high,p_high,p_high_negative,r2
rss_min_cutoff,.0918622353777244,5.7184472,1,940,60,.79574466,.20425531,3.3517702,.41965839,7.9869013,4.4854443e-15,2.2427222e-15,-.74482739,.17374672,-4.2868571,.000020196943,.000010098472,.54934508
sign_consistent_cutoff,.0918622353777244,5.7184472,1,940,60,.79574466,.20425531,3.3517702,.41965839,7.9869013,4.4854443e-15,2.2427222e-15,-.74482739,.17374672,-4.2868571,.000020196943,.000010098472,.54934508
