theta_quantile,theta_point,marginal_effect,standard_error,t_stat,p_value
p10,-.0162359585834741,.3623203,.045364317,7.9869013,4.4854443e-15
p25,-.0024445920160216,.31609482,.039576653,7.9869013,4.4854443e-15
p50,.0241388450039541,.22699325,.02842069,7.9869013,4.4854443e-15
p75,.0686125944979303,.077927455,.0097569069,7.9869013,4.4854443e-15
p90,.167081994696944,-.056025736,.013069186,-4.2868571,.000020196943
