selection_rule,cutoff,rss,sign_ok,N_model,N_countries,share_low,share_high,b_low,se_low,t_low,p_low,p_low_positive,b_high,se_high,t_high,p_high,p_high_negative,r2
rss_min_cutoff,.0439389908390708,1.8801126,0,1060,60,.62358493,.3764151,1.6139218,.78396571,2.0586636,.039794724,.019897362,.14144187,.60110724,.23530221,.81402415,.5929879,.45355618
sign_consistent_cutoff,.0075468931853671,1.890251,1,1060,60,.33018869,.66981131,2.8112555,1.4863522,1.8913791,.058873322,.029436661,-.0046358453,.58205932,-.007964558,.99364692,.49682346,.45060953
