theta_quantile,theta_point,marginal_effect,standard_error,t_stat,p_value
p10,-.0157238078932075,.073485345,.061475184,1.195366,.23223741
p25,-.0016207867994986,.064553276,.054002937,1.195366,.23223741
p50,.0269418856364868,.046463273,.038869493,1.195366,.23223741
p75,.0733605907577706,.017064249,.014275334,1.195366,.23223741
p90,.1785978739908932,.030863252,.049629435,.62187392,.53417152
