theta_quantile,theta_point,marginal_effect,standard_error,t_stat,p_value
p10,-.0162359585834741,.036126982,.084516473,.42745495,.66915268
p25,-.00187345115588,.033413485,.078168437,.42745495,.66915268
p50,.0257295993586226,.02819846,.06596826,.42745495,.66915268
p75,.0724219839521527,.0193769,.04533086,.42745495,.66915268
p90,.1744692819768932,.000097174205,.00022733204,.42745495,.66915268
