theta_quantile,theta_point,marginal_effect,standard_error,t_stat,p_value
p10,-.0157238078932075,.11973447,.044607915,2.6841528,.0073950458
p25,-.0016207867994986,.091431774,.034063548,2.6841528,.0073950458
p50,.0269418856364868,.034110691,.012708178,2.6841528,.0073950458
p75,.0733605907577706,.0068727257,.016697351,.41160575,.68071914
p90,.1785978739908932,.031455584,.076421626,.41160575,.68071914
