theta_quantile,theta_point,marginal_effect,standard_error,t_stat,p_value
p10,-.0157238078932075,.014498684,.008793164,1.6488585,.099501766
p25,-.0016207867994986,-.000077356672,.00007365334,-1.0502806,.29385182
p50,.0269418856364868,-.0034342511,.0032698417,-1.0502806,.29385182
p75,.0733605907577706,-.008889717,.0084641362,-1.0502806,.29385182
p90,.1785978739908932,-.021257974,.020240281,-1.0502806,.29385182
