selection_rule,cutoff,rss,sign_ok,N_model,N_countries,share_low,share_high,b_low,se_low,t_low,p_low,p_low_positive,b_high,se_high,t_high,p_high,p_high_negative,r2
rss_min_cutoff,-.0157389545926486,2.2165828,1,1060,60,.1,.89999998,.14064284,.19900566,.70672786,.47990432,.23995216,-.33877784,.070960045,-4.7742052,2.0802740e-06,1.0401370e-06,.36368406
sign_consistent_cutoff,-.0157389545926486,2.2165828,1,1060,60,.1,.89999998,.14064284,.19900566,.70672786,.47990432,.23995216,-.33877784,.070960045,-4.7742052,2.0802740e-06,1.0401370e-06,.36368406
