grid_index,theta,cutoff,low_part,high_part,marginal_effect,se,ci_low,ci_high,a_coef,b_coef,N_model,N_countries
87,.1530808854606601,.1030368341448663,0,.0500440513157938,-.0112824748003159,.0039040943948267,-.0189344998141762,-.0036304497864556,.7256384927647849,-.2254508678587982,1060,60
88,.1550437307322167,.1030368341448663,0,.0520068965873504,-.0117249999702609,.0040572221496968,-.0196771553836666,-.0037728445568552,.7256384927647849,-.2254508678587982,1060,60
89,.1570065760037733,.1030368341448663,0,.053969741858907,-.0121675251402059,.004210349904567,-.0204198109531572,-.0039152393272546,.7256384927647849,-.2254508678587982,1060,60
90,.1589694212753299,.1030368341448663,0,.0559325871304636,-.0126100503101509,.0043634776594372,-.0211624665226478,-.004057634097654,.7256384927647849,-.2254508678587982,1060,60
91,.1609322665468865,.1030368341448663,0,.0578954324020202,-.0130525754800958,.0045166054143074,-.0219051220921383,-.0042000288680533,.7256384927647849,-.2254508678587982,1060,60
92,.1628951118184431,.1030368341448663,0,.0598582776735768,-.0134951006500408,.0046697331691776,-.0226477776616289,-.0043424236384527,.7256384927647849,-.2254508678587982,1060,60
93,.1648579570899997,.1030368341448663,0,.0618211229451334,-.0139376258199858,.0048228609240478,-.0233904332311195,-.0044848184088521,.7256384927647849,-.2254508678587982,1060,60
94,.1668208023615563,.1030368341448663,0,.06378396821669,-.0143801509899308,.004975988678918,-.0241330888006101,-.0046272131792515,.7256384927647849,-.2254508678587982,1060,60
95,.1687836476331129,.1030368341448663,0,.0657468134882466,-.0148226761598757,.0051291164337882,-.0248757443701006,-.0047696079496508,.7256384927647849,-.2254508678587982,1060,60
96,.1707464929046695,.1030368341448663,0,.0677096587598032,-.0152652013298207,.0052822441886584,-.0256183999395912,-.0049120027200502,.7256384927647849,-.2254508678587982,1060,60
97,.1727093381762261,.1030368341448663,0,.0696725040313598,-.0157077264997657,.0054353719435286,-.0263610555090818,-.0050543974904496,.7256384927647849,-.2254508678587982,1060,60
98,.1746721834477827,.1030368341448663,0,.0716353493029164,-.0161502516697107,.0055884996983988,-.0271037110785723,-.0051967922608491,.7256384927647849,-.2254508678587982,1060,60
99,.1766350287193393,.1030368341448663,0,.073598194574473,-.0165927768396556,.0057416274532689,-.0278463666480626,-.0053391870312486,.7256384927647849,-.2254508678587982,1060,60
100,.1785978739908959,.1030368341448663,0,.0755610398460296,-.0170353020096006,.0058947552081391,-.0285890222175532,-.005481581801648,.7256384927647849,-.2254508678587982,1060,60
