selection_rule,cutoff,rss,sign_ok,N_model,N_countries,share_low,share_high,b_low,se_low,t_low,p_low,p_low_positive,b_high,se_high,t_high,p_high,p_high_negative,r2
rss_min_cutoff,.1695056934687067,5.5979123,0,940,60,.89999998,.1,-.085543625,.60895491,-.14047612,.88831717,.55584139,-.96799445,.83673799,-1.1568668,.24765256,.12382628,.55780363
sign_consistent_cutoff,.1505696583583218,5.6111317,1,940,60,.88829786,.11170213,.014333443,.66800767,.021457003,.98288614,.49144307,-1.0028851,.85711884,-1.1700654,.2423034,.1211517,.55675936
