selection_rule,cutoff,rss,sign_ok,N_model,N_countries,share_low,share_high,b_low,se_low,t_low,p_low,p_low_positive,b_high,se_high,t_high,p_high,p_high_negative,r2
rss_min_cutoff,.0463969840003663,2.2016678,0,1060,60,.63679248,.36320755,1.4953325,.71380687,2.0948699,.036440387,.018220194,.23212793,.57899421,.40091583,.68857002,.65571499,.3666679
sign_consistent_cutoff,.0166964366432016,2.2103603,1,1060,60,.42735848,.57264149,1.6129667,1.0574832,1.5252883,.12751183,.063755915,-.0023230962,.55845016,-.004159899,.99668175,.49834087,.36416742
