group,split,cutoff_low,cutoff_high,b_G,se_G,t_G,p_G,N_model,N_countries,r2
0-20%,B20,,.34800997,.032849956,.061659355,.53276515,.59496409,212,28,.4648141
20-40%,B20,.3480099868774414,.44442999,-.15737708,.13461053,-1.169129,.24424396,212,35,.48196855
40-60%,B20,.4444300079345703,.61160499,-.16389275,.073820151,-2.2201626,.028003994,212,41,.70533526
60-80%,B20,.6116049957275391,.82388502,-.16723436,.1259097,-1.3282086,.18614009,212,32,.39688343
80-100%,B20,.8238850021362305,,-.60444081,.24744344,-2.4427433,.015664069,212,22,.62863171
