theta_quantile,theta_point,marginal_effect,standard_error,t_stat,p_value
p10,-.0157238078932075,.092891239,.044342246,2.0948699,.036440387
p25,-.0016207867994986,.071802534,.034275413,2.0948699,.036440387
p50,.0269418856364868,.029091841,.013887183,2.0948699,.036440387
p75,.0733605907577706,.0062590064,.015611771,.40091583,.68857002
p90,.1785978739908932,.03068752,.076543547,.40091583,.68857002
