theta_quantile,theta_point,marginal_effect,standard_error,t_stat,p_value
p10,-.0157238078932075,.086177297,.027012018,3.1903315,.0022770937
p25,-.0016207867994986,.075943597,.023804298,3.1903315,.0022770937
p50,.0269418856364868,.055217423,.01730774,3.1903315,.0022770937
p75,.0733605907577706,.021534225,.0067498391,3.1903315,.0022770937
p90,.1785978739908932,-.017035302,.0052629067,-3.2368617,.0019842978
