selection_rule,cutoff,rss,sign_ok,N_model,N_countries,share_low,share_high,b_low,se_low,t_low,p_low,p_low_positive,b_high,se_high,t_high,p_high,p_high_negative,r2
rss_min_cutoff,-.0022789883697969,1.8939158,1,1060,60,.23962264,.76037735,1.0783844,.65401876,1.6488585,.099501766,.049750883,-.11752732,.11190089,-1.0502806,.29385182,.14692591,.45068407
sign_consistent_cutoff,-.0022789883697969,1.8939158,1,1060,60,.23962264,.76037735,1.0783844,.65401876,1.6488585,.099501766,.049750883,-.11752732,.11190089,-1.0502806,.29385182,.14692591,.45068407
