selection_rule,cutoff,rss,sign_ok,N_model,N_countries,share_low,share_high,b_low,se_low,t_low,p_low,p_low_positive,b_high,se_high,t_high,p_high,p_high_negative,r2
rss_min_cutoff,.0046263506052116,1.8404485,1,970,60,.36082473,.63917524,3.4053612,1.5820352,2.1525192,.031627465,.015813733,-1.0331527,.36709803,-2.814378,.0049960734,.0024980367,.44523847
sign_consistent_cutoff,.0046263506052116,1.8404485,1,970,60,.36082473,.63917524,3.4053612,1.5820352,2.1525192,.031627465,.015813733,-1.0331527,.36709803,-2.814378,.0049960734,.0024980367,.44523847
