selection_rule,cutoff,rss,sign_ok,N_model,N_countries,share_low,share_high,b_low,se_low,t_low,p_low,p_low_positive,b_high,se_high,t_high,p_high,p_high_negative,r2
rss_min_cutoff,.0063762121831219,2.261517,1,1060,60,.3773585,.6226415,4.3429046,1.6929481,2.5652909,.010457369,.0052286847,-1.0609616,.34803006,-3.0484769,.0023620212,.0011810106,.35078475
sign_consistent_cutoff,.0063762121831219,2.261517,1,1060,60,.3773585,.6226415,4.3429046,1.6929481,2.5652909,.010457369,.0052286847,-1.0609616,.34803006,-3.0484769,.0023620212,.0011810106,.35078475
