theta_quantile,theta_point,marginal_effect,standard_error,t_stat,p_value
p10,-.0231967275729048,.23156722,.073326357,3.1580353,.001640777
p25,-.0038125336925802,.078664288,.02490925,3.1580353,.001640777
p50,.0180280779968149,-.023287149,.0067764558,-3.4364791,.00061603449
p75,.0710990558773318,-.12742208,.037079252,-3.4364791,.00061603449
p90,.1409205125163268,-.2644245,.076946341,-3.4364791,.00061603449
