selection_rule,cutoff,rss,sign_ok,N_model,N_countries,share_low,share_high,b_low,se_low,t_low,p_low,p_low_positive,b_high,se_high,t_high,p_high,p_high_negative,r2
rss_min_cutoff,.0041231435658208,1.888585,1,1060,60,.34999999,.64999998,3.5598772,1.1253495,3.1633523,.0016083405,.00080417027,-.11308923,.48639572,-.23250458,.81619537,.40809768,.45223022
sign_consistent_cutoff,.0041231435658208,1.888585,1,1060,60,.34999999,.64999998,3.5598772,1.1253495,3.1633523,.0016083405,.00080417027,-.11308923,.48639572,-.23250458,.81619537,.40809768,.45223022
