theta_quantile,theta_point,marginal_effect,standard_error,t_stat,p_value
p10,-.0227554245416531,.091454245,.039446492,2.3184381,.020633528
p25,-.0035084268143534,.025966395,.011199952,2.3184381,.020633528
p50,.01935791671065,-.0023476121,.006539138,-.35900941,.71966648
p75,.0719141070189072,-.010446292,.029097542,-.35900941,.71966648
p90,.1465406566170752,-.021945918,.061129086,-.35900941,.71966648
