selection_rule,cutoff,rss,sign_ok,N_model,N_countries,share_low,share_high,b_low,se_low,t_low,p_low,p_low_positive,b_high,se_high,t_high,p_high,p_high_negative,r2
rss_min_cutoff,.1246175946159143,1.8005871,1,970,60,.87113404,.12886597,.67455518,.34155369,1.974961,.048585121,.02429256,-.27488586,.61231518,-.44892868,.65359378,.32679689,.45601889
sign_consistent_cutoff,.1246175946159143,1.8005871,1,970,60,.87113404,.12886597,.67455518,.34155369,1.974961,.048585121,.02429256,-.27488586,.61231518,-.44892868,.65359378,.32679689,.45601889
