theta_quantile,theta_point,marginal_effect,standard_error,t_stat,p_value
p10,-.0227554245416531,.037064072,.021735964,1.7051955,.08848013
p25,-.0035084268143534,-.00081329874,.0038276662,-.21247903,.83177829
p50,.01935791671065,-.003130662,.014733981,-.21247903,.83177829
p75,.0719141070189072,-.0084569091,.039801147,-.21247903,.83177829
p90,.1465406566170752,-.016019851,.075394973,-.21247903,.83177829
