selection_rule,cutoff,rss,sign_ok,N_model,N_countries,share_low,share_high,b_low,se_low,t_low,p_low,p_low_positive,b_high,se_high,t_high,p_high,p_high_negative,r2
rss_min_cutoff,.0061600925186179,4.2341046,1,1000,60,.38299999,.61699998,7.8880215,2.4977624,3.1580353,.001640777,.00082038849,-1.9621822,.57098621,-3.4364791,.00061603449,.00030801725,.48594671
sign_consistent_cutoff,.0061600925186179,4.2341046,1,1000,60,.38299999,.61699998,7.8880215,2.4977624,3.1580353,.001640777,.00082038849,-1.9621822,.57098621,-3.4364791,.00061603449,.00030801725,.48594671
