theta_quantile,theta_point,marginal_effect,standard_error,t_stat,p_value
p10,-.0227554245416531,.047340453,.032911804,1.4384035,.15064149
p25,-.0035084268143534,.000015542528,.00039189067,.039660364,.96837205
p50,.01935791671065,.0004236399,.010681694,.039660364,.96837205
p75,.0719141070189072,.0013616142,.034331862,.039660364,.96837205
p90,.1465406566170752,.0026934799,.067913644,.039660364,.96837205
