specification,debt_control,z_controls,b_lambda0,se_lambda0,t_lambda0,p_lambda0,b_lambda1,se_lambda1,t_lambda1,p_lambda1,b_debt,se_debt,t_debt,p_debt,N_model,N_countries,r2
Z controls,0,1,-.0419216172063014,.051735945,-.81029963,.41796714,-.88631225,.32739142,-2.7071946,.006904948,,,,,1060,60,.4331975
