selection_rule,cutoff,rss,sign_ok,N_model,N_countries,share_low,share_high,b_low,se_low,t_low,p_low,p_low_positive,b_high,se_high,t_high,p_high,p_high_negative,r2
rss_min_cutoff,-.0033309797831061,2.1710026,1,1060,60,.25188679,.74811321,3.5827839,2.1962383,1.6313276,.10314449,.051572245,-.34479266,.41808707,-.82469106,.40974891,.20487446,.37548903
sign_consistent_cutoff,-.0033309797831061,2.1710026,1,1060,60,.25188679,.74811321,3.5827839,2.1962383,1.6313276,.10314449,.051572245,-.34479266,.41808707,-.82469106,.40974891,.20487446,.37548903
