selection_rule,cutoff,rss,sign_ok,N_model,N_countries,share_low,share_high,b_low,se_low,t_low,p_low,p_low_positive,b_high,se_high,t_high,p_high,p_high_negative,r2
rss_min_cutoff,-.0043792992796807,2.0797307,0,1060,60,.23962264,.76037735,2.5761933,1.7910088,1.4384035,.15064149,.075320743,.017847076,.44999778,.039660364,.96837205,.51581401,.40051335
sign_consistent_cutoff,-.0074919382805022,2.0801592,1,1060,60,.21132076,.78867924,2.793555,1.8972849,1.4723963,.14123763,.070618816,-.00024617359,.44616404,-.00055175583,.99955988,.49977994,.40038982
