theta_quantile,theta_point,marginal_effect,standard_error,t_stat,p_value
p10,-.0231967275729048,.099708922,.050486527,1.974961,.048585121
p25,-.0038159993150611,.086635552,.043866966,1.974961,.048585121
p50,.0180280779968149,.071900509,.03640604,1.974961,.048585121
p75,.0715554742673903,.035793331,.018123563,1.974961,.048585121
p90,.1409205125163268,-.0044814413,.0099825244,-.44892868,.65359378
