selection_rule,cutoff,rss,sign_ok,N_model,N_countries,share_low,share_high,b_low,se_low,t_low,p_low,p_low_positive,b_high,se_high,t_high,p_high,p_high_negative,r2
rss_min_cutoff,-.0037424755132313,2.1313555,1,1060,60,.24716981,.75283021,5.8730884,1.6356542,3.5906663,.00034629853,.00017314927,-.020437824,.4458518,-.04583995,.96344721,.48172361,.38689396
sign_consistent_cutoff,-.0037424755132313,2.1313555,1,1060,60,.24716981,.75283021,5.8730884,1.6356542,3.5906663,.00034629853,.00017314927,-.020437824,.4458518,-.04583995,.96344721,.48172361,.38689396
