selection_rule,cutoff,rss,sign_ok,N_model,N_countries,share_low,share_high,b_low,se_low,t_low,p_low,p_low_positive,b_high,se_high,t_high,p_high,p_high_negative,r2
rss_min_cutoff,.1330842085073734,5.7353058,1,940,60,.89574468,.10425532,2.1738141,.86763036,2.5054607,.012415617,.0062078084,-1.6997824,.97001302,-1.7523295,.080078579,.04003929,.54695046
sign_consistent_cutoff,.1330842085073734,5.7353058,1,940,60,.89574468,.10425532,2.1738141,.86763036,2.5054607,.012415617,.0062078084,-1.6997824,.97001302,-1.7523295,.080078579,.04003929,.54695046
