term,coef,var_a,var_b,cutoff,N_model,N_countries
kink_G_low,    3.38027189117753,    1.70130094293858,   .0436062650474063,.0041231435658208,1060,60
kink_G_high,   -.804359576427284,   .0436062650474063,    .106578364089936,.0041231435658208,1060,60
