selection_rule,cutoff,rss,sign_ok,N_model,N_countries,share_low,share_high,b_low,se_low,t_low,p_low,p_low_positive,b_high,se_high,t_high,p_high,p_high_negative,r2
rss_min_cutoff,.0041231435658208,1.9513826,1,1060,60,.34999999,.64999998,3.3802719,1.3043393,2.5915587,.0096980724,.0048490362,-.80435956,.32646343,-2.4638581,.013917975,.0069589876,.43518561
sign_consistent_cutoff,.0041231435658208,1.9513826,1,1060,60,.34999999,.64999998,3.3802719,1.3043393,2.5915587,.0096980724,.0048490362,-.80435956,.32646343,-2.4638581,.013917975,.0069589876,.43518561
