theta_quantile,theta_point,marginal_effect,standard_error,t_stat,p_value
p10,-.0227554245416531,.069593586,.042660706,1.6313276,.10314449
p25,-.0035084268143534,.00063575438,.00038971595,1.6313276,.10314449
p50,.01935791671065,-.0078229653,.0094859339,-.82469106,.40974891
p75,.0719141070189072,-.025943955,.031458996,-.82469106,.40974891
p90,.1465406566170752,-.051674642,.06265939,-.82469106,.40974891
