theta_quantile,theta_point,marginal_effect,standard_error,t_stat,p_value
p10,-.0227554245416531,.095684402,.032115798,2.9793563,.0041888319
p25,-.0035084268143534,.027167452,.0091185644,2.9793563,.0041888319
p50,.01935791671065,-.0017228888,.0065523707,-.2629413,.79351187
p75,.0719141070189072,-.0076664281,.029156426,-.2629413,.79351187
p90,.1465406566170752,-.016105887,.061252788,-.2629413,.79351187
