theta_quantile,theta_point,marginal_effect,standard_error,t_stat,p_value
p10,-.0227554245416531,.33876637,.1352112,2.5054607,.012415617
p25,-.0041189263224969,.2982541,.11904161,2.5054607,.012415617
p50,.0177558773675077,.25070235,.10006236,2.5054607,.012415617
p75,.0687135553929865,.13992983,.055849936,2.5054607,.012415617
p90,.1361268574401997,-.005171841,.002951409,-1.7523295,.080078579
