theta_quantile,theta_point,marginal_effect,standard_error,t_stat,p_value
p10,-.0227554245416531,.47368774,.11311544,4.1876483,.000031126456
p25,-.0041189263224969,.17925707,.042806141,4.1876483,.000031126456
p50,.0177558773675077,-.035179295,.0079119084,-4.446373,9.8910568e-06
p75,.0687135553929865,-.20544754,.046205647,-4.446373,9.8910568e-06
p90,.1361268574401997,-.43070003,.096865483,-4.446373,9.8910568e-06
