theta_quantile,theta_point,marginal_effect,standard_error,t_stat,p_value
p10,-.0227554245416531,.11166473,.03109861,3.5906663,.00034629853
p25,-.0035084268143534,-4.7834460e-06,.00010435103,-.04583995,.96344721
p50,.01935791671065,-.00047212176,.010299351,-.04583995,.96344721
p75,.0719141070189072,-.0015462559,.033731624,-.04583995,.96344721
p90,.1465406566170752,-.0030714602,.067004003,-.04583995,.96344721
