selection_rule,cutoff,rss,sign_ok,N_model,N_countries,share_low,share_high,b_low,se_low,t_low,p_low,p_low_positive,b_high,se_high,t_high,p_high,p_high_negative,r2
rss_min_cutoff,-.0115335685581448,1.8703806,1,1060,60,.16037735,.83962262,3.3028467,1.9369314,1.7051955,.08848013,.044240065,-.10134385,.47695932,-.21247903,.83177829,.41588914,.45638472
sign_consistent_cutoff,-.0115335685581448,1.8703806,1,1060,60,.16037735,.83962262,3.3028467,1.9369314,1.7051955,.08848013,.044240065,-.10134385,.47695932,-.21247903,.83177829,.41588914,.45638472
