group,split,cutoff_low,cutoff_high,b_G,se_G,t_G,p_G,N_model,N_countries,r2
0-20%,B20,,.34800997,.059500579,.06909205,.86117834,.3904787,212,28,.46641186
20-40%,B20,.3480099868774414,.44442999,-.11607792,.086863697,-1.3363227,.18350866,212,35,.48313838
40-60%,B20,.4444300079345703,.61160499,-.067255832,.065853879,-1.0212889,.30886668,212,41,.70014465
60-80%,B20,.6116049957275391,.82388502,.038207732,.13124603,.29111534,.77136797,212,32,.39355299
80-100%,B20,.8238850021362305,,-.36287373,.27550295,-1.3171319,.18967763,212,22,.62529218
