term,coef,var_G_main,var_G_B,var_G_X
G_main,   .0577017594974767, .000645462057002734,-.000861627983117005, .000848889320438716
G_B,   -.220698891135413,-.000861627983117005,  .00203505707592379, -.00210391686295725
G_X,    .267993297418994, .000848889320438716, -.00210391686295725,   .0135479164805257
