theta_quantile,theta_point,marginal_effect,standard_error,t_stat,p_value
p10,-.0227554245416531,.090856865,.024813807,3.661545,.00053748727
p25,-.0035084268143534,.025796782,.0070453272,3.661545,.00053748727
p50,.01935791671065,-.012254235,.004815327,-2.5448399,.013568653
p75,.0719141070189072,-.054528311,.021427011,-2.5448399,.013568653
p90,.1465406566170752,-.11455489,.045014579,-2.5448399,.013568653
