"country_name","iso3","year","bond_spreads","bond_10y","vulnerability100","exposure100","readiness100","lnrgdp","growth","inflation_cpi","debt_gdp","OB_gdp","reserves","gee","rqe","tt","is_advanced","sensitivity","EcoReadiness100","readiness_delta100","vulnerability_delta100","capacity","governance100","social100"
"Chile","CHL","2000","","","36.1627977","38.4224730255","45.30197399","11.46807083","4.972","3.843","13.146","-0.055","0.0157457809","1.005559683","1.404732704","53.8487446","0","23.8472818385856","40.399322672854100","7.9505395104372800","-10.255491971274900","46.2186382243329","74.309061054555798","21.197538257493"
"Chile","CHL","2001","","","36.01812898","38.4224730255","45.92436226","11.49912401","3.154","3.569","14.348","-0.037","0.01459957484","","","49.94591872","0","23.5885919643044","40.399322672854100","8.4005435314210300","-10.288129357833300","46.043321958812","75.208362429774297","22.1654016858099"
"Chile","CHL","2002","","","35.9849629","38.4224730255","46.87358669","11.5306498","3.203","2.489","15.045","-0.678","0.01507429844","1.078486919","1.318496346","51.8884531","0","23.7309636485783","40.399322672854100","9.1955341128274200","-10.221059933401700","45.8014520304505","76.107663804992796","24.1137735870343"
"Chile","CHL","2003","","","35.98789125","38.4224730255","45.86322541","11.57680073","4.723","2.81","12.573","0.112","0.01486259887","1.100245118","1.333441377","56.91370911","0","23.8448701876819","40.399322672854100","7.9371668258980700","-10.056954205087900","45.6963305296405","72.587547918401398","24.6028056244223"
"Chile","CHL","2004","","","35.89109804","38.4224730255","46.51131811","11.64141039","6.674","1.055","10.314","2.549","0.01406845567","1.117753029","1.367984176","69.52000317","0","23.9947286598816","40.399322672854100","8.1958179681745500","-9.9006520364059600","45.2560924488038","73.197566407210701","25.9370652523028"
"Chile","CHL","2005","","","35.62316213","38.4224730255","47.79682304","11.69814081","5.837","3.052","7.04","5.006","0.01407030601","1.155609965","1.312464714","79.5","0","23.5250563380002","41.662510053410400","9.0770294598848700","-9.9058404523826900","44.9219570195294","74.426993542514893","27.3009655215218"
"Chile","CHL","2006","","","35.42997715","38.4224730255","49.2902948","11.75688122","6.05","3.392","5.022","7.681","0.01519797188","0.9377381802","1.423894644","103.3","0","23.2756506257468","46.805949794522700","9.2945957696565900","-9.2698233193007600","44.5918078060633","73.827565631355597","27.2373689874931"
"Chile","CHL","2007","1.579588","6.211092","35.578438","38.4224730255","50.48554462","11.8072723","5.168","4.408","3.901","7.77","0.01254863516","1.186738372","1.485586524","106.9","0","23.9857083186323","49.371191843206300","9.9783577031324900","-8.7889500423230300","44.3271326540056","72.925128821829006","29.1603132050189"
"Chile","CHL","2008","3.13797","6.785497","35.42024197","38.4224730255","50.88427792","11.84446588","3.789","8.716","4.916","3.573","0.01656666661","1.062142253","1.502484918","91.3","0","23.5031141887104","49.047297661337300","10.515679657320500","-9.037213880801700","44.3351386899611","73.037011060957198","30.5685250395215"
"Chile","CHL","2009","2.347716","5.59248","35.29984696","38.4224730255","50.48185111","11.83322254","-1.118","1.484","5.845","-4.459","0.01836036356","1.137571573","1.427399278","94.8","0","23.3334351521637","47.959013134239100","10.296270392139800","-9.276550722737900","44.1436327076026","73.337936078097002","30.1486041087944"
"Chile","CHL","2010","3.084384","6.276","35.21058135","38.4224730255","51.62525494","11.89009094","5.852","1.41","8.607","-0.312","0.01908413743","1.157241821","1.415171146","115.4","0","23.3833030572789","49.005191403440900","10.592084237246700","-8.8149734805903700","43.8259679567479","74.4545571532731","31.4160162704311"
"Chile","CHL","2011","2.764746","5.526523","35.03188884","38.4224730255","52.2287669","11.95046986","6.224","3.341","11.127","1.524","0.02707980854","1.152272344","1.440535307","117.2","0","23.4997935998123","49.821404798764500","10.245762729379800","-8.3763758012108600","43.1733999021728","73.990931083611002","32.8739648194544"
"Chile","CHL","2012","3.664675","5.453821","34.56612182","38.4224730255","53.82090624","12.01020317","6.155","3.006","11.939","0.792","0.02533041393","1.178443551","1.536198139","109.1","0","22.9112019098621","53.306506342960800","11.301524882878300","-8.4935550055765800","42.3646905344595","74.446974435350995","33.7092379464302"
"Chile","CHL","2013","2.959714","5.307987","34.40798568","38.4224730255","54.37157777","12.04275272","3.309","1.794","12.784","-0.389","0.02419187136","1.158031583","1.48287189","105.7","0","22.8026307604111","54.527587346842300","11.492359013067500","-8.4178353198769700","41.9988532423298","73.906790736921096","34.6803552397385"
"Chile","CHL","2014","2.189025","4.718694","33.78392154","38.4224730255","56.18909321","12.06052043","1.793","4.715","15.02","-1.352","0.02339229927","1.035074949","1.484589577","102.7","0","22.9806613772612","57.889609087674900","13.157925236082700","-8.9431487136022700","39.9486302276256","74.400522014309601","36.2771485249107"
"Chile","CHL","2015","2.335612","4.467532","33.77932045","38.4224730255","55.45716","12.08181158","2.152","4.349","17.375","-1.871","0.02187692306","0.9188355803","1.319842696","100","0","23.1882189201666","57.32279426940400","12.467254321995700","-8.9745658860210500","39.7272694110409","71.369042162438404","37.6796435595382"
"Chile","CHL","2016","2.576671","4.408641","33.92568131","38.4224730255","53.86377867","12.09919008","1.753","3.787","21.101","-2.377","0.02253054074","0.8338437676","1.363908291","103.8","0","23.3682408211839","54.155109085204300","10.52966599524200","-8.6045072852088700","39.9863300764835","69.299076405635802","38.1371505331339"
"Chile","CHL","2017","1.911817","4.240909","33.92396174","38.4224730255","53.76282414","12.1126757","1.358","2.182","23.652","-2.267","0.02139886658","0.8094556332","1.325499177","114.3","0","23.3542294286821","53.734046625018800","9.9810227375121500","-8.3152770577627900","39.9951827584578","69.107711481941905","38.4467143167656"
"Chile","CHL","2018","1.71708","4.62738","33.36594852","38.4224730255","53.84768673","12.15180054","3.99","2.319","25.798","-1.112","0.02104091216","0.9071784616","1.300452352","111.3","0","23.2422121597501","54.323533998011400","9.6306325061770300","-8.5904224850563500","38.4331603753787","68.559364812197998","38.6601613813748"
"Chile","CHL","2019","1.525955","3.664655","33.26260901","38.4224730255","52.98571501","12.15812417","0.634","2.254","28.33","-2.38","0.02132619261","0.8634986281","1.158493161","109.4","0","23.4412820450388","53.936092498787500","8.6364870004515400","-8.6078631676794700","37.924071967264","66.052105045145197","38.9689474790941"
"Chile","CHL","2020","1.963848","2.85796","33.31571006","38.4224730255","52.95795878","12.09472128","-6.143","3.045","32.38","-6.575","0.02188970047","0.7050446868","0.9486477375","121.8","0","23.5858446622929","54.467734396498900","8.7211763072816400","-8.6278396986943800","37.9388124780279","66.032037142797691","38.374104798309"
"Chile","CHL","2021","3.081604","4.521573","33.37310885","38.4224730255","53.30508602","12.2019144","11.315","4.525","36.448","-6.903","0.02573286525","0.5902940631","0.9362402558","136.8","0","23.6588857766951","54.467734396498900","7.4492654996152300","-7.5182393010025600","38.0379677516593","65.416081867117597","40.0314417988019"
"Chile","CHL","2022","3.361245","6.313102","33.25136651","38.4224730255","53.25830862","12.22322563","2.154","11.644","37.907","1.84","0.01921866839","0.546218276","0.9784111381","125","0","23.2218685568955","54.467734396498900","6.6249286446248800","-7.1346511419743700","38.1097579617099","64.577709046011407","40.7294824082428"
"Chile","CHL","2023","1.663279","5.625294","33.22364923","38.4224730255","53.08937454","12.22842577","0.521","7.582","39.415","-1.913","0.02267608497","0.7175557613","0.9257317185","129.7","0","23.1387167125601","54.467734396498900","5.6407739085786800","-6.6325621726558800","38.1097579617099","64.025940334144209","40.77444887644"
"China","CHN","1995","","","40.68374829","44.8468640501","36.2659349","9.360354881","11.016","16.794","21.424","-0.436","0.6910388764","","","108.0962918","0","26.0836664361949","44.567841016812200","2.153425927140800","-7.8394966133808800","49.7827482643026","44.2377242323197","19.9922394408367"
"China","CHN","1996","","","40.39718472","44.8468640501","36.36147791","9.455375348","9.968","8.312","21.221","-0.19","0.874476585","-0.3486538827","-0.2666527033","112.3365613","0","25.7648184563632","44.567841016812200","2.1626152670725600","-8.0699395335642100","49.1645648786625","44.2377242323197","20.2788684702056"
"China","CHN","1997","","","40.12466603","44.8468640501","36.03414244","9.544473947","9.319","2.781","20.394","0.012","1.048506435","","","116.8574489","0","25.5112717490229","44.567841016812200","1.7465460360864300","-8.2847907646263200","48.5256490527158","43.529039665211201","20.0055466376056"
"China","CHN","1998","","","39.93429486","44.8468640501","35.71147346","9.620823071","7.934","-0.781","20.438","-0.225","1.013853153","-0.1987832934","-0.267708391","117.3178802","0","25.2596601320961","44.567841016812200","1.3455519761482300","-8.4242590057849100","48.1517866967913","42.820355098102802","19.7462242696413"
"China","CHN","1999","","","39.82910565","44.8468640501","35.85369152","9.695533246","7.757","-1.401","21.609","-1.642","0.9936301141","","","110.4099875","0","25.0760164380749","44.567841016812200","1.4007667654982700","-8.4729053892529300","47.9937326180582","43.396095150390302","19.5971383905372"
"China","CHN","2000","","","39.79897719","44.8468640501","36.29275784","9.777780952","8.572","0.352","22.708","-2.088","0.9738533275","-0.1588428766","-0.3249551952","106.0373148","0","25.0379310434332","44.567841016812200","1.7247182299214800","-8.428221504202400","47.9402721387794","43.971835202677902","20.3385972958038"
"China","CHN","2001","","","39.64270885","44.8468640501","35.79041629","9.857695415","8.319","0.724","24.252","-1.848","1.151839655","","","103.3232266","0","24.4855066435947","44.567841016812200","1.0969626178743300","-8.5029841164874700","47.9767605596516","42.073872644676399","20.7295352019043"
"China","CHN","2002","-1.656932","2.929112","39.53683117","44.8468640501","35.51379572","9.945837643","9.214","-0.766","25.553","-2.292","1.426967274","-0.1230972037","-0.5827658772","97.67273761","0","24.1033472739361","44.567841016812200","0.6808143984939900","-8.5181837446953300","48.0184616688286","40.175910086674897","21.7976360711024"
"China","CHN","2003","-0.828337","3.171817","40.95911755","44.8468640501","36.42817303","10.04225008","10.121","1.162","26.418","-1.667","1.811372062","-0.1475872993","-0.3920488358","98.54136868","0","23.8640738993195","44.567841016812200","1.4199024983531700","-6.9819781171224400","52.9530206538068","40.856143949306201","23.8605341355771"
"China","CHN","2004","0.093137","4.350753","40.70658001","44.8468640501","36.80208018","10.13860663","10.115","3.893","26","-1.026","2.462131598","-0.1099303886","-0.346228838","96.24765733","0","23.7686461806145","44.567841016812200","1.5832063917857700","-7.0976460616019600","52.2643671711375","40.698965736638399","25.1394337987441"
"China","CHN","2005","-0.402619","3.88204","40.63915428","44.8468640501","39.69201925","10.2468944","11.437","1.809","25.91","-0.952","2.948800212","-0.1406404972","-0.1837694794","93.8","0","23.2877866849974","50.682963303531600","4.201903858598400","-6.9887937576837400","52.5752275404613","40.404440707039704","27.9886537412169"
"China","CHN","2006","-1.67007","3.122542","40.39726347","44.8468640501","47.57879485","10.36613869","12.665","1.467","25.174","-0.689","3.402285054","0.03578801453","-0.258387208","94.9","0","23.2802201059903","71.399235893297800","11.749755646217600","-7.0104203330763700","51.8490575909472","40.195241571027701","31.1419070856004"
"China","CHN","2007","-0.616082","4.015422","40.16443147","44.8468640501","49.07054994","10.49851337","14.154","4.774","28.708","0.441","4.264474208","0.1659973711","-0.2333634198","93.9","0","23.4296778990386","72.16362623852700","12.820557997841300","-6.9696780685289400","50.9865450259722","40.530386992847397","34.5176365844156"
"China","CHN","2008","0.311569","3.959096","39.91418214","44.8468640501","51.04646995","10.5905288","9.638","5.845","26.715","0.379","4.945196597","0.1657790244","-0.2183934003","88.9","0","23.649208315786","72.714246323948600","14.467491990354700","-7.0061216643192300","50.00188911134","41.636441762999397","38.7887217515313"
"China","CHN","2009","0.0999","3.344664","39.6646418","44.8468640501","52.35139142","10.68078078","9.445","-0.692","33.985","-1.3","5.637356787","0.09324204922","-0.2980939448","96.6","0","24.0018259652663","72.902104939930400","15.461019092247800","-7.0532889679024600","48.9015291400444","41.537123007862","42.6149463134935"
"China","CHN","2010","0.282152","3.473768","39.33823228","44.8468640501","55.93958065","10.78141073","10.587","3.33","33.343","0.088","6.055351957","0.09184485674","-0.3209549785","87","0","24.1364034002948","79.807529096926300","18.639644755491300","-7.1135259671095900","47.7564797696214","40.204322101562404","47.8068907471893"
"China","CHN","2011","1.120939","3.882716","39.13857797","44.8468640501","56.47366712","10.87171712","9.451","5.416","33.184","0.388","6.179890032","0.08360870928","-0.2591362596","83.8","0","24.2974917560114","79.788095512530100","18.726854324276500","-7.0227580723797100","47.0065351283527","41.157148143686797","48.4757577155472"
"China","CHN","2012","1.684591","3.473737","39.05459767","44.8468640501","56.92396806","10.94726659","7.848","2.621","33.825","0.184","5.964080499","0.01536776405","-0.2843328416","86.1","0","24.6508566003705","80.267458844682600","18.771570035624700","-6.8431513527427400","46.4529998642072","41.294282471915203","49.2101628485223"
"China","CHN","2013","1.48482","3.833093","38.87555348","44.8468640501","57.62224436","11.02210165","7.771","2.625","36.438","-0.318","6.339208256","-0.005120689515","-0.3316081762","87.2","0","24.9039042985384","81.252097271591800","19.134654016171300","-6.8043563722953700","45.7346309685217","41.607972185401898","50.0066636089842"
"China","CHN","2014","1.640401","4.17007","38.75256545","44.8468640501","43.16226386","11.09434164","7.491","1.995","39.308","-0.126","5.92730985","0.3548516333","-0.3313344121","89.6","0","25.1085918500359","35.207298851972700","4.3778162579378200","-6.7344189332054800","45.2024794228135","42.442566206839302","51.8369265147779"
"China","CHN","2015","1.268446","3.400366","38.63378334","44.8468640501","44.3973246","11.16217222","7.018","1.442","40.782","-1.996","4.835925787","0.4174230099","-0.3541174531","100","0","25.2610841698317","37.821124980425300","5.3968467893275900","-6.712804502221500","44.7359810192386","42.357196475350499","53.0136523411483"
"China","CHN","2016","1.052083","2.884053","38.6313077","44.8468640501","44.60137587","11.22773099","6.776","1.996","50.033","-2.659","4.119949697","0.3563837707","-0.314001739","99.8","0","25.636259250784","36.642150115661700","5.3076651766971100","-6.524710120199800","44.4222108843756","43.370234970736597","53.7917425335723"
"China","CHN","2017","1.276309","3.605401","38.55410724","44.8468640501","45.65662079","11.29437002","6.891","1.579","53.891","-2.596","4.026087442","0.4168756306","-0.1794264168","94.3","0","25.8216208414649","36.966044297530800","5.9886562263278500","-6.3586855921526200","44.0681508655578","45.3990351138021","54.6047829542993"
"China","CHN","2018","0.739912","3.650212","38.47931832","44.8468640501","46.20459814","11.35977019","6.759","2.092","55.875","-3.409","3.692574933","0.4966784418","-0.2285855263","91.5","0","25.98157431745","38.028417180803300","5.9950612954461100","-6.0815104425553100","43.7465369058179","45.236482771599604","55.3488944771423"
"China","CHN","2019","1.06128","3.19998","38.39722303","44.8468640501","52.8024896","11.41864957","6.065","2.905","59.838","-5.166","3.541519219","0.5448625088","-0.3043199778","92.7","0","26.3040204889422","57.467483916443800","12.05193408541200","-5.8120014499814500","43.2363417133115","44.510800362135697","56.4291845109221"
"China","CHN","2020","2.074644","2.968756","38.35903662","44.8468640501","54.50856289","11.44174656","2.337","2.49","70.134","-8.622","3.604915669","0.6439716816","-0.2026433796","98.5","0","26.5539468269714","59.497389462847600","13.486776991427600","-5.6739171150973400","42.9227137602206","46.263030411575002","57.7652688082896"
"China","CHN","2021","1.598059","3.038028","38.23302653","44.8468640501","55.05420131","11.52383985","8.556","0.919","72.131","-5.011","3.390721079","0.8079116344","-0.3322435319","89.2","0","26.509669717705","59.497389462847600","12.948342114916800","-5.0953954841764600","42.5991880445003","46.575022158917299","59.0901922972428"
"China","CHN","2022","-0.168542","2.783315","38.13139545","44.8468640501","55.30102461","11.55448623","3.112","1.976","77.294","-6.399","3.172221438","0.494212538","-0.4184176326","89.5","0","26.4346669468502","59.497389462847600","12.288811961509300","-4.6079937422081200","42.3625956505475","46.089569356667397","60.316115023662"
"China","CHN","2023","-1.218635","2.74338","38.15280089","44.8468640501","55.56672279","11.60685871","5.377","0.228","84.084","-5.794","3.140270452","0.6790140271","-0.356507808","90.2","0","26.5047211420508","59.497389462847600","11.666800255928800","-4.009671796791800","42.3625956505475","46.017148963040697","61.1856299466529"
"Colombia","COL","1995","","","44.28425967","50.1320631914","28.83460967","12.93072465","5.202","20.884","","0.928","0.002047462298","","","78.47506801","0","21.156848289061","37.872948030519800","-7.2798431920554200","-2.9379357780577700","61.5638675239769","35.9710757798183","12.6598052011854"
"Colombia","COL","1996","","","44.31292264","50.1320631914","28.86794365","12.95107472","2.056","20.803","23.286","-0.215","0.00235895468","-0.4586288929","-0.1054876521","81.20779481","0","21.7189433546392","37.872948030519800","-7.3039505577747500","-2.8719420729190500","61.087761385483","35.9710757798183","12.7598071280931"
"Colombia","COL","1997","","","44.2281212","50.1320631914","28.88555994","12.98480243","3.43","18.476","25.263","-1.065","0.002273491623","","","81.29228225","0","21.6542515023465","37.872948030519800","-7.3821250008190400","-2.8944897834889900","60.8980488962619","35.687163312352496","13.0965684813302"
"Colombia","COL","1998","","","44.19013885","50.1320631914","28.96854148","12.9904841","0.57","18.65","27.453","-1.072","0.001997599134","-0.3258080482","-0.1681778133","74.61590995","0","21.8723042067696","37.872948030519800","-7.2960185278737700","-2.9345030073777200","60.566049140346","35.4032508448866","13.6294255635406"
"Colombia","COL","1999","","","44.23150789","50.1320631914","29.02645024","12.94753468","-4.204","10.876","33.982","-2.213","0.001930214019","","","80.37060105","0","22.1506939923893","37.872948030519800","-7.1045107706418500","-2.9799590251519600","60.411766477657","36.138049621559801","13.0683530814711"
"Colombia","COL","2000","","","44.15024422","50.1320631914","29.33483396","12.97636372","2.925","9.218","37.988","0.776","0.002084311083","-0.4030758142","0.09151485562","90.41692618","0","22.1547606645503","37.872948030519800","-6.8961464721243700","-2.996220767724900","60.1639088065918","36.872848398232996","13.2587054428699"
"Colombia","COL","2001","","","43.91106852","50.1320631914","29.65309494","12.99300384","1.678","7.958","41.095","1.505","0.002331756311","","","87.5229431","0","21.7727143638197","37.872948030519800","-6.6463939416445400","-3.1908733054639100","59.8284279964591","36.680845412800899","14.4054913663728"
"Colombia","COL","2002","11.938266","16.52431","43.98138412","50.1320631914","29.97043756","13.01773593","2.504","6.35","47.545","0.295","0.002408115738","-0.4879075885","-0.02326308563","87.44238432","0","21.6965025217045","37.872948030519800","-6.4040199711790700","-3.0718360916261900","60.1155866573602","36.488842427368802","15.5495222214152"
"Colombia","COL","2003","11.196856","15.19701","43.90556462","50.1320631914","29.77456864","13.05617015","3.918","7.12","45.04","1.289","0.002333505734","-0.2218607366","-0.1265186816","89.6354901","0","21.4905083088085","37.872948030519800","-6.7342041808060100","-3.0603650178886400","60.0941223564304","34.568163163957699","16.8825947385394"
"Colombia","COL","2004","9.155323","13.412939","43.68173701","50.1320631914","30.37720887","13.10812651","5.333","5.906","41.482","1.387","0.002746207297","-0.215896517","-0.08641633391","100.5720985","0","20.8450101185388","37.872948030519800","-6.3422740956044300","-3.1472535722389200","60.0681377091181","35.799105001420997","17.459573573321"
"Colombia","COL","2005","6.967358","11.252017","43.40646398","50.1320631914","31.48616951","13.15163476","4.447","5.048","38.532","2.062","0.002904631802","-0.1976721585","-0.01636375859","114.1","0","20.1566180221697","38.080240230897800","-5.4587209904766100","-3.2760358044694400","59.9307107189118","37.341028206772904","19.0372401000942"
"Colombia","COL","2006","4.882055","9.674667","43.33818881","50.1320631914","29.40325118","13.21664576","6.717","4.303","35.969","1.692","0.002809644088","-0.1915161014","0.1062255427","119","0","19.9583600944228","30.789382049740200","-7.8527163804786900","-3.1421441483911400","59.9241431502618","39.048143939146904","18.372227546331"
"Colombia","COL","2007","","","43.24171387","50.1320631914","30.01873151","13.28185463","6.738","5.543","32.663","1.846","0.00357254547","-0.05022137985","0.284262538","125","0","19.7901614354094","30.527027710163800","-7.5627279492850600","-3.0270841610365800","59.8029169916459","40.124846254727196","19.4043205534822"
"Colombia","COL","2008","8.485814","12.133341","42.85430399","50.1320631914","31.22482964","13.31416156","3.283","7.001","32.382","2.2","0.00390788926","-0.02562321536","0.2723899782","132.4","0","19.6709924001552","32.959473044507100","-6.5280708235592700","-3.3030757213165200","58.7598563704607","40.2195734442423","20.4954424441252"
"Colombia","COL","2009","5.871198","9.115962","42.56711589","50.1320631914","32.58454096","13.32549359","1.14","4.193","35.387","-1.052","0.004078812619","-0.3005579114","0.08828172088","125","0","19.5529142051507","37.30937206379600","-5.1943419129152500","-3.5733780320565800","58.0163702696536","39.030781784598901","21.4134690453451"
"Colombia","COL","2010","5.555331","8.746947","42.35089858","50.1320631914","33.88956989","13.36946093","4.495","2.268","36.497","-1.252","0.004385857753","-0.1238241419","0.1572539359","145.1","0","19.3487978155454","38.647055167947100","-4.0935118956719900","-3.6568878881633300","57.5718347201587","40.618910208146701","22.4027443051431"
"Colombia","COL","2011","4.418223","7.18","42.14073742","50.1320631914","35.33711247","13.43662944","6.948","3.415","35.783","0.089","0.004658821088","-0.05042696372","0.2796014547","166.5","0","19.2239937156746","38.974188201363200","-3.0193593260736200","-3.6243854693287300","57.0661553418602","43.184479922174603","23.8526692957641"
"Colombia","COL","2012","4.511781","6.300927","41.95582592","50.1320631914","35.28383803","13.47501122","3.913","3.174","33.967","1.821","0.005200592594","-0.001164992573","0.3265946805","157.3","0","19.3152161063129","39.353144522430700","-3.2388335368584300","-3.7012848899934300","56.4201984517544","41.7779673445743","24.7204022349161"
"Colombia","COL","2013","3.857329","6.205602","41.96330202","50.1320631914","35.47678295","13.5250767","5.134","2.022","37.592","0.947","0.005770363034","0.05315183103","0.3398242295","145.9","0","19.1324410683023","38.932082062245200","-3.3419044210922200","-3.5014301659039500","56.6254018146931","41.900983738959503","25.5972830478189"
"Colombia","COL","2014","4.150833","6.680502","41.96255832","50.1320631914","37.77388868","13.56908559","4.499","2.905","43.319","-0.161","0.005989002335","-0.1358540356","0.4444120228","132.8","0","18.9367668127121","43.090883495226800","-1.2928289570991200","-3.3409807185365700","56.8188449548788","44.100798002494201","26.1299845527792"
"Colombia","COL","2015","5.182007","7.313927","41.82125043","50.1320631914","37.68715953","13.59821487","2.956","4.991","50.375","-1.715","0.005744172114","-0.0937390849","0.4077197313","100","0","18.9617004633984","41.863324431915800","-1.3695128281964200","-3.488816969828900","56.3699876360771","44.382396910611398","26.8157572357397"
"Colombia","COL","2016","6.284941","8.116911","41.97605375","50.1320631914","37.57465631","13.61887383","2.087","7.507","49.904","-0.351","0.00562074147","-0.03696658462","0.3390253484","98.9","0","19.242629353218","40.230897760046900","-1.7814683791268900","-3.1394016512115400","56.5534687078737","44.563426573849199","27.9296446057598"
"Colombia","COL","2017","4.309195","6.638287","41.82515851","50.1320631914","37.41077003","13.63237707","1.359","4.311","49.449","-0.497","0.005660326491","-0.1408213675","0.2574466467","115.7","0","19.1069584654686","39.826030032710600","-2.1064513761340100","-3.1856012579538100","56.2364538695758","43.8688413020814","28.5374387461602"
"Colombia","COL","2018","4.092716","7.003016","41.69092409","50.1320631914","37.09108865","13.65769701","2.564","3.242","51.761","-2.493","0.005607390948","-0.1393701136","0.2248891741","126.5","0","19.009137854459","39.194436283043200","-2.7876519255855500","-3.0848868701680100","55.9315712280825","44.019257514554596","28.0595721611879"
"Colombia","COL","2019","4.103254","6.241954","40.60861975","50.1320631914","36.89555528","13.68906713","3.187","3.523","50.971","-1.184","0.005974951594","0.03271510452","0.3179109395","124.8","0","18.9189108385738","38.615138084257100","-3.389267749881300","-3.9032810474989200","52.7748852109515","44.028026511632099","28.0435012333678"
"Colombia","COL","2020","4.732581","5.626693","40.64692079","50.1320631914","37.18426182","13.61449536","-7.186","2.525","65.274","-4.563","0.007152399799","0.008475318551","0.2256664187","105.3","0","19.22900446883","38.885792188785200","-2.8150749012484300","-4.0505155717935400","52.5796947230593","44.454953687206398","28.212039576248"
"Colombia","COL","2021","5.254933","6.694902","40.52450798","50.1320631914","36.88395758","13.71706276","10.801","3.505","64.417","-4.543","0.006402110627","-0.04782764986","0.2021446973","126.4","0","19.0733718653893","38.885792188785200","-3.9187120249048200","-3.6508479162179900","52.368088885639","42.697399543307","29.0686809931428"
"Colombia","COL","2022","8.354793","11.30665","40.46595248","50.1320631914","37.38554139","13.78778472","7.328","10.18","61.3","-2.551","0.005829813419","0.01379637979","0.1404491663","154.1","0","19.0385726425511","38.885792188785200","-4.8370727264845400","-2.7865913222121300","52.2272215949759","44.021596656621597","29.2492353395581"
"Colombia","COL","2023","7.19777","11.159785","40.53877306","50.1320631914","37.33372086","13.7961687","0.842","11.73","55.364","0.922","0.006019376223","-0.07587791979","0.1010342687","139.1","0","19.1475759955949","38.885792188785200","-4.9349573190814600","-2.6838340327479700","52.3366799809674","43.604947831030103","29.5104225516808"
"Côte d'Ivoire","CIV","1995","","","49.43402475","45.0808963919","31.07380306","9.608972522","5.572","14.1","","","","","","70.8558106","0","33.0651060450813","31.469559760398100","-3.3932612821818200","1.1412029256125300","71.4044859435063","43.0321286129304","18.7197208158594"
"Côte d'Ivoire","CIV","1996","","","49.27765648","45.0808963919","30.97897201","9.687189207","8.136","2.7","","","","-0.2609782219","-0.3985770047","68.83381721","0","32.6273214627984","31.469559760398100","-3.5520864286949800","1.0264239737651900","71.5038226729123","43.0321286129304","18.4352276525158"
"Côte d'Ivoire","CIV","1997","","","49.37680484","45.0808963919","30.46832432","9.742838227","5.723","6.301","84.182","2.457","","","","68.1533809","0","32.8987901597227","31.469559760398100","-4.1522639606872700","1.1837571621990300","71.5973717343426","41.7836061487656","18.1518070536124"
"Côte d'Ivoire","CIV","1998","","","49.6325142","45.0808963919","29.91402058","9.790967972","4.931","4.503","75.16","2.087","","-0.2332075983","-0.2859642506","67.75828884","0","33.5799769008848","31.469559760398100","-4.7266535779804900","1.452520191729600","71.6954195189766","40.535083684600799","17.737418292933"
"Côte d'Ivoire","CIV","1999","","","50.00315231","45.0808963919","28.39885716","9.807013821","1.618","0.744","78.018","1.567","","","","68.63826661","0","34.3168753685008","31.469559760398100","-6.2326245324663600","1.8171841783138900","72.0006349940421","36.038536476392004","17.6884752337953"
"Côte d'Ivoire","CIV","2000","","","50.10405483","45.0808963919","26.90404856","9.786112933","-2.068","2.534","73.987","2.091","","-1.007851839","-0.5540694594","58.07853328","0","34.3291877051066","31.469559760398100","-7.7169927889376400","1.9113015900257800","72.3407227461117","31.541989268183002","17.7005966429829"
"Côte d'Ivoire","CIV","2001","","","50.16775854","45.0808963919","26.44327163","9.787325914","0.121","4.355","71.172","2.989","","","","64.92989529","0","34.3009445915673","31.469559760398100","-8.143801257918400","1.9529294406712700","72.6274636775354","30.142793631966903","17.7174615105575"
"Côte d'Ivoire","CIV","2002","","","50.13982438","45.0808963919","25.98292983","9.770508864","-1.668","3.08","62.982","1.422","","-0.9411485791","-0.4204264283","83.16654295","0","34.0615623738818","31.469559760398100","-8.5564173339941200","1.8939786599121500","72.8511611707401","28.743597995750704","17.7356317420793"
"Côte d'Ivoire","CIV","2003","","","50.12282336","45.0808963919","25.07492086","9.756820261","-1.36","3.297","56.381","0.155","","-1.134496093","-0.7517933249","79.66961117","0","33.78393633756","31.469559760398100","-9.4000828213361600","1.8351612528934400","73.2338991949433","26.238940652983199","17.5162621524609"
"Côte d'Ivoire","CIV","2004","","","49.71598264","45.0808963919","23.55785902","9.769062732","1.232","1.459","56.718","0.463","","-1.279603481","-1.032016993","75.51221681","0","32.2746443504546","31.469559760398100","-10.956982692207900","1.4542110017239700","73.5382025686351","21.878816906220699","17.3252003989315"
"Côte d'Ivoire","CIV","2005","","","49.47231543","45.0808963919","21.71926365","9.786128733","1.721","3.884","58.164","0.4","","-1.349593878","-0.9553940892","81.8","0","31.8266835612749","26.957713768953200","-12.816115158428100","1.2238907072595500","73.3649978750764","21.023799519050502","17.176277656014"
"Côte d'Ivoire","CIV","2006","","","49.63334823","45.0808963919","17.93415462","9.801173447","1.516","2.466","57.471","0.225","","-1.16377902","-0.9284641147","83","0","32.0691396437067","13.117714840810200","-16.644323499632300","1.4129334430901900","73.6279096062535","23.485839970803802","17.198909037849"
"Côte d'Ivoire","CIV","2007","","","50.38493752","45.0808963919","19.6565687","9.818669859","1.765","1.896","53.533","0.845","","-1.218914032","-0.881731987","87","0","33.5169179310002","17.124285975055400","-14.940318863883400","2.1764869098760100","74.3527621701221","24.416400420986701","17.4290197116735"
